apple_x,apple_y,apple_p
339.8850549,284.820842,0.000127882
340.87927,277.7102674,0.000147015
340.8528345,277.641234,0.000204623
340.8881362,277.8497634,0.000154078
340.8982137,277.818277,0.000152081
340.827297,277.7409217,0.000193298
340.8232383,277.3588766,0.000166267
340.7959864,277.1746024,0.000154316
340.6036943,277.1747011,0.000136912
340.6498858,276.9789549,0.000143796
340.7014708,277.2676091,0.000201881
351.5794649,282.5468988,0.999998868
348.7837815,283.1892228,0.99999404
348.7179222,283.173757,0.999993205
343.7997041,282.9463634,0.999996781
342.9458296,283.0651317,0.999997854
341.3103555,282.6782789,0.999999166
341.1484832,282.6436818,0.999999285
340.8012446,282.6236268,0.999999404
340.7148773,282.6335837,0.999999285
340.0734696,282.6041048,0.999999404
340.0113377,282.5797336,0.999999285
340.0532542,282.6972438,0.999999404
340.0568485,282.6972142,0.999999285
339.9398902,282.7577921,0.999999404
339.9670575,282.7474701,0.999999404
340.0518687,282.7358053,0.999999404
340.0554621,282.7537645,0.999999404
340.2034163,282.9682525,0.999999404
340.1547456,282.8377393,0.999999404
340.4758335,283.1712949,0.999999404
340.5393935,283.2391062,0.999999404
340.9763314,283.2765227,0.999999344
341.1820518,283.3758491,0.999999523
340.8927131,283.3578914,0.999999642
341.0448165,283.452953,0.999999642
341.3659755,283.4029687,0.999999523
340.9923299,283.3857594,0.999999583
341.3880469,283.2965094,0.999999464
341.3811122,283.3062307,0.999999404
340.9327069,282.3369863,0.999999404
340.9374992,282.3019542,0.999999404
341.2664794,283.2042792,0.999999642
341.1835111,283.1730899,0.999999583
340.9158288,283.1121139,0.999999523
340.7954074,282.6697444,0.999999464
341.2238364,282.2739208,0.999999285
341.0229018,282.5176604,0.999999344
341.5909675,281.9813313,0.999999404
341.1590884,281.5500686,0.999999404
341.1383389,281.2688255,0.999999523
341.1466084,281.2628922,0.999999464
340.1080415,279.9618795,0.999999821
340.1355089,279.8888116,0.999999762
326.7761881,273.3811786,0.999999404
326.7148011,273.4019091,0.999999464
321.7100325,271.5167131,0.999998093
321.6159811,271.9695988,0.999998808
319.1261048,269.6934566,0.999994874
319.1311793,269.7158673,0.999994755
313.0591049,267.6166792,0.999996483
313.0861993,267.5975789,0.999996543
298.6351943,259.5079228,0.999997973
298.6763638,259.5827248,0.999997735
266.1511251,224.992696,0.999972343
266.1595143,224.9864528,0.999972641
3.672377288,61.16316354,1.76E-05
3.724279791,61.22569418,2.04E-05
325.0328155,276.363384,2.31E-05
309.1882631,276.3444488,2.01E-05
309.1144211,276.0819124,2.35E-05
325.2524568,276.2302401,2.67E-05
1.707296133,2.16713202,0.000212222
1.461448193,2.086463809,0.000186473
-0.165977478,1.363183737,0.000179589
0.066597462,1.366775274,0.000180513
325.187022,276.5762476,3.36E-05
325.106321,276.7050609,4.94E-05
309.3488315,276.1520228,3.52E-05
325.5839827,276.8355017,3.35E-05
341.0696449,277.2191849,3.49E-05
325.4943407,276.874307,3.59E-05
325.5428784,276.7858665,4.46E-05
341.0304378,277.1078241,4.76E-05
325.4360127,276.6132385,6.54E-05
340.8966388,277.0151572,7.21E-05
340.8624758,277.0629692,7.13E-05
340.8605401,277.0419344,6.72E-05
325.3492451,276.6863714,6.24E-05
